Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2016-03-11,2016,3,11,Friday,10,2016-10,5.65,5.9,5.35,5.67,32000,5.67,0.01795330368952963,5.18,5.1935416666666665
2016-03-14,2016,3,14,Monday,11,2016-11,5.8,5.95,5.69,5.88,28200,5.88,0.03703704326653812,5.25,5.207551020408163
2016-03-15,2016,3,15,Tuesday,11,2016-11,5.92,5.95,5.83,5.88,18100,5.88,0.0,5.312857142857143,5.221
2016-03-16,2016,3,16,Wednesday,11,2016-11,5.61,5.86,5.38,5.38,17300,5.38,-0.08503401195044724,5.340000000000001,5.211
2016-03-17,2016,3,17,Thursday,11,2016-11,5.39,5.66,5.16,5.51,29200,5.51,0.024163589530783458,5.376428571428572,5.203200000000001
2016-03-18,2016,3,18,Friday,11,2016-11,5.6,6.23,5.58,5.77,120700,5.77,0.047186885888286234,5.440714285714286,5.2048000000000005
2016-03-21,2016,3,21,Monday,12,2016-12,5.83,6.15,5.78,6.0,40700,6.0,0.03986135525715451,5.512142857142857,5.2148
2016-03-22,2016,3,22,Tuesday,12,2016-12,6.0,6.3,5.99,6.25,108900,6.25,0.04166666666666674,5.589285714285714,5.231
2016-03-23,2016,3,23,Wednesday,12,2016-12,6.22,6.24,5.96,6.21,33200,6.21,-0.0063999938964843794,5.659285714285714,5.2478
2016-03-24,2016,3,24,Thursday,12,2016-12,6.08,6.21,5.88,6.05,29800,6.05,-0.02576487060052457,5.7250000000000005,5.2636
2016-03-28,2016,3,28,Monday,13,2016-13,6.05,6.14,5.41,5.51,101800,5.51,-0.08925618922789424,5.741428571428571,5.2738
2016-03-29,2016,3,29,Tuesday,13,2016-13,5.5,5.84,5.33,5.71,31900,5.71,0.036297604529450966,5.771428571428572,5.285200000000001
2016-03-30,2016,3,30,Wednesday,13,2016-13,5.78,5.99,5.69,5.99,20100,5.99,0.04903673049047086,5.812857142857142,5.3074
2016-03-31,2016,3,31,Thursday,13,2016-13,5.88,6.17,5.88,6.14,36300,6.14,0.025041753105013997,5.853571428571429,5.3376
2016-04-01,2016,4,1,Friday,13,2016-13,6.03,6.31,6.01,6.2,52700,6.2,0.009771977863882952,5.8914285714285715,5.3674
2016-04-04,2016,4,4,Monday,14,2016-14,6.15,6.41,6.02,6.18,38300,6.18,-0.0032258034744817587,5.912857142857143,5.3924
2016-04-05,2016,4,5,Tuesday,14,2016-14,6.1,6.36,6.1,6.36,10000,6.36,0.02912626378246541,5.947142857142857,5.414
2016-04-06,2016,4,6,Wednesday,14,2016-14,6.3,6.4,6.06,6.28,56700,6.28,-0.012578604092237433,6.011428571428572,5.432799999999999
2016-04-07,2016,4,7,Thursday,14,2016-14,6.18,6.33,5.95,6.08,43400,6.08,-0.031847178251670494,6.052142857142856,5.4472000000000005
2016-04-08,2016,4,8,Friday,14,2016-14,6.05,6.22,5.99,6.19,24100,6.19,0.018092127449790052,6.082142857142857,5.465
2016-04-11,2016,4,11,Monday,15,2016-15,6.17,6.38,6.12,6.32,12700,6.32,0.021001633802777864,6.1049999999999995,5.4828
2016-04-12,2016,4,12,Tuesday,15,2016-15,6.31,6.4,6.02,6.33,36900,6.33,0.0015822392045994338,6.110714285714286,5.505400000000001
2016-04-13,2016,4,13,Wednesday,15,2016-15,6.28,6.4,6.11,6.28,35800,6.28,-0.007898849052186296,6.115714285714286,5.520599999999999
2016-04-14,2016,4,14,Thursday,15,2016-15,6.27,6.39,6.16,6.24,43200,6.24,-0.00636949639391915,6.129285714285714,5.5324
