Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2016-01-27,2016,1,27,Wednesday,04,2016-04,189.58,191.56,187.06,188.13,185681700.0,170.25,-0.01088316705152137,171.7642857142857,173.4576470588235
2016-01-28,2016,1,28,Thursday,04,2016-04,189.96,190.2,187.16,189.11,143798800.0,171.14,0.005209146954461286,171.445,173.32888888888888
2016-01-29,2016,1,29,Friday,04,2016-04,190.02,193.88,189.88,193.72,210529300.0,175.31,0.024377567972618586,171.5614285714286,173.43315789473684
2016-02-01,2016,2,1,Monday,05,2016-05,192.53,194.58,191.84,193.65,136061600.0,175.25,-0.00036146936732073254,171.6614285714286,173.524
2016-02-02,2016,2,2,Tuesday,05,2016-05,191.96,191.97,189.54,190.16,182564900.0,172.09,-0.018022189515008336,171.435,173.45571428571427
2016-02-03,2016,2,3,Wednesday,05,2016-05,191.41,191.78,187.1,191.3,205054900.0,173.12,0.005994815783327612,171.59428571428572,173.44045454545454
2016-02-04,2016,2,4,Thursday,05,2016-05,190.71,192.75,189.96,191.6,139531800.0,173.39,0.001568349138456826,171.57285714285715,173.43826086956523
2016-02-05,2016,2,5,Friday,05,2016-05,190.99,191.67,187.2,187.95,180788300.0,170.09,-0.019050058775998413,171.58214285714286,173.29875
2016-02-08,2016,2,8,Monday,06,2016-06,185.77,186.12,182.8,185.42,191526700.0,167.8,-0.013461191869709954,171.41142857142856,173.0788
2016-02-09,2016,2,9,Tuesday,06,2016-06,183.36,186.94,183.2,185.43,184513100.0,167.81,5.383308379447449e-05,171.39714285714285,172.87615384615384
2016-02-10,2016,2,10,Wednesday,06,2016-06,186.41,188.34,185.12,185.27,148214100.0,167.66,-0.0008625559863485455,171.305,172.68296296296296
2016-02-11,2016,2,11,Thursday,06,2016-06,182.34,184.1,181.09,182.86,219058900.0,165.48,-0.013008209546707117,170.80928571428572,172.4257142857143
2016-02-12,2016,2,12,Friday,06,2016-06,184.96,186.65,183.96,186.63,127632400.0,168.9,0.02061691122814069,170.74428571428572,172.30413793103446
2016-02-16,2016,2,16,Tuesday,07,2016-07,188.77,189.81,187.63,189.78,120250700.0,171.75,0.016878285554091654,170.71714285714285,172.28566666666666
2016-02-17,2016,2,17,Wednesday,07,2016-07,191.16,193.32,191.01,192.88,136009500.0,174.55,0.016334800462705523,171.02428571428572,172.35870967741934
2016-02-18,2016,2,18,Thursday,07,2016-07,193.2,193.27,191.72,192.09,102343000.0,173.84,-0.0040959326789690165,171.21714285714285,172.405
2016-02-19,2016,2,19,Friday,07,2016-07,191.17,192.18,190.45,192.0,114793000.0,173.75,-0.00046828881561289393,171.1057142857143,172.44575757575757
2016-02-22,2016,2,22,Monday,08,2016-08,193.87,194.95,193.79,194.78,103640300.0,176.27,0.01447887967611372,171.17857142857142,172.55823529411762
2016-02-23,2016,2,23,Tuesday,08,2016-08,194.0,194.32,192.18,192.32,111455300.0,174.04,-0.01262967252393743,171.31785714285712,172.6005714285714
2016-02-24,2016,2,24,Wednesday,08,2016-08,190.63,193.53,189.32,193.2,150812200.0,174.84,0.004575851937133724,171.44071428571428,172.66277777777776
2016-02-25,2016,2,25,Thursday,08,2016-08,193.73,195.55,192.83,195.54,110728300.0,176.96,0.01211175232090067,171.6957142857143,172.77891891891892
2016-02-26,2016,2,26,Friday,08,2016-08,196.57,196.68,194.9,195.09,129833700.0,176.55,-0.002301253859135821,172.15714285714284,172.87815789473683
2016-02-29,2016,2,29,Monday,09,2016-09,195.11,196.23,193.33,193.56,125918100.0,175.17,-0.007842638690155002,172.68357142857144,172.93692307692308
2016-03-01,2016,3,1,Tuesday,09,2016-09,195.01,198.21,194.45,198.11,141799700.0,179.28,0.023507183316673563,173.50285714285718,173.0955
2016-03-02,2016,3,2,Wednesday,09,2016-09,197.74,199.06,197.25,199.0,102415000.0,180.09,0.004492160188520833,174.39071428571427,173.2660975609756
2016-03-03,2016,3,3,Thursday,09,2016-09,198.79,199.8,198.11,199.78,95172200.0,180.8,0.003919723865443148,175.48499999999999,173.4454761904762
2016-03-04,2016,3,4,Friday,09,2016-09,200.01,201.35,199.03,200.43,129293600.0,181.38,0.0032535423522597196,176.3764285714286,173.63
2016-03-07,2016,3,7,Monday,10,2016-10,199.34,201.07,199.25,200.59,100219000.0,181.53,0.0007984235782196869,177.07500000000002,173.80954545454546
2016-03-08,2016,3,8,Tuesday,10,2016-10,199.32,199.92,198.21,198.4,123974900.0,179.55,-0.01091793372344263,177.43214285714288,173.9371111111111
2016-03-09,2016,3,9,Wednesday,10,2016-10,199.36,199.79,198.43,199.38,94801200.0,180.43,0.004939669975927208,177.90285714285713,174.0782608695652
2016-03-10,2016,3,10,Thursday,10,2016-10,199.96,201.07,197.38,199.54,156838700.0,180.58,0.0008024590816904098,178.39071428571427,174.21659574468086
2016-03-11,2016,3,11,Friday,10,2016-10,201.26,202.81,199.52,202.76,137964500.0,183.49,0.01613703654036791,178.90642857142856,174.40979166666668
2016-03-14,2016,3,14,Monday,11,2016-11,202.16,203.04,201.77,202.5,73612000.0,183.26,-0.0012822897737058137,179.565,174.59040816326532
2016-03-15,2016,3,15,Tuesday,11,2016-11,201.36,202.53,201.05,202.17,93169100.0,182.96,-0.0016296496994199217,180.14499999999998,174.75779999999997
2016-03-16,2016,3,16,Wednesday,11,2016-11,201.6,203.82,201.55,203.34,129303200.0,184.02,0.005787143700557662,180.6492857142857,174.7998
2016-03-17,2016,3,17,Thursday,11,2016-11,203.24,205.23,202.77,204.63,134278500.0,185.18,0.006344072656166322,181.2657142857143,174.8588
2016-03-18,2016,3,18,Friday,11,2016-11,204.17,204.78,203.8,204.38,138372400.0,185.91,0.003929708545517663,182.03285714285715,174.9784
2016-03-21,2016,3,21,Monday,12,2016-12,204.07,204.94,203.8,204.67,72926700.0,186.18,0.0014190787380228276,182.52571428571426,175.1898
2016-03-22,2016,3,22,Tuesday,12,2016-12,203.76,205.23,203.57,204.56,97471900.0,186.08,-0.0005377317457038178,182.95357142857145,175.43779999999998
2016-03-23,2016,3,23,Wednesday,12,2016-12,204.11,204.33,203.01,203.21,81052500.0,184.85,-0.006599265745992677,183.24285714285716,175.65780000000004
